member_id,eligible_date,baseline_tier,mature,exposed,live_started,live_engaged,returned,live_error
member_00995,2026-08-04,occasional,1,0,0,0,0,0
member_00996,2026-08-05,frequent,1,1,1,1,1,0
member_00997,2026-08-06,occasional,1,0,0,0,0,0
member_00998,2026-08-01,frequent,1,1,1,1,0,0
member_00999,2026-08-21,occasional,1,0,0,0,0,0
member_01000,2026-08-15,frequent,1,1,1,1,1,0
member_01001,2026-08-11,occasional,1,0,0,0,0,0
member_01002,2026-08-06,frequent,1,1,0,0,1,0
member_01003,2026-08-01,occasional,1,0,0,0,1,0
member_01004,2026-08-19,frequent,1,1,1,1,1,0
member_01005,2026-08-24,occasional,0,0,0,0,1,0
member_01006,2026-08-11,frequent,1,1,1,0,1,0
member_01007,2026-08-12,occasional,1,1,1,1,0,0
member_01008,2026-08-11,frequent,1,1,0,0,1,0
member_01009,2026-08-28,occasional,0,1,0,0,0,0
member_01010,2026-08-21,frequent,1,1,1,1,1,0
member_01011,2026-08-16,occasional,1,0,0,0,0,0
member_01012,2026-08-20,frequent,1,1,1,1,0,0
member_01013,2026-08-17,occasional,1,0,0,0,1,0
member_01014,2026-08-25,frequent,0,1,0,0,1,0
member_01015,2026-08-18,occasional,1,0,0,0,0,0
member_01016,2026-08-21,frequent,1,1,1,0,1,0
member_01017,2026-08-17,occasional,1,0,0,0,0,0
member_01018,2026-08-04,frequent,1,1,1,1,1,0
member_01019,2026-08-10,occasional,1,1,1,1,0,0
member_01020,2026-08-02,frequent,1,0,0,0,0,0
member_01021,2026-08-04,occasional,1,0,0,0,0,0
member_01022,2026-08-04,frequent,1,1,1,1,0,0
member_01023,2026-08-18,occasional,1,1,1,0,1,0
member_01024,2026-08-04,frequent,1,1,1,1,1,0
member_01025,2026-08-27,occasional,0,0,0,0,0,0
member_01026,2026-08-07,frequent,1,1,1,1,0,0
member_01027,2026-08-04,occasional,1,0,0,0,0,0
member_01028,2026-08-14,frequent,1,1,1,0,1,0
member_01029,2026-08-12,occasional,1,0,0,0,0,0
member_01030,2026-08-19,frequent,1,1,1,0,1,0
member_01031,2026-08-20,occasional,1,0,0,0,0,0
member_01032,2026-08-05,frequent,1,1,1,0,0,0
member_01033,2026-08-11,occasional,1,1,0,0,1,0
member_01034,2026-08-20,frequent,1,1,1,0,1,0
member_01035,2026-08-07,occasional,1,0,0,0,1,0
member_01036,2026-08-21,frequent,1,1,1,0,1,1
member_01037,2026-08-01,occasional,1,0,0,0,0,0
member_01038,2026-08-27,frequent,0,0,0,0,0,0
member_01039,2026-08-21,occasional,1,0,0,0,0,0
member_01040,2026-08-18,frequent,1,0,0,0,1,0
member_01041,2026-08-05,occasional,1,0,0,0,0,0
member_01042,2026-08-02,frequent,1,1,1,1,0,0
member_01043,2026-08-28,occasional,0,0,0,0,0,0
member_01044,2026-08-20,frequent,1,1,1,1,0,0
member_01045,2026-08-04,occasional,1,0,0,0,0,0
member_01046,2026-08-07,frequent,1,1,1,1,0,0
member_01047,2026-08-05,occasional,1,0,0,0,0,0
member_01048,2026-08-06,frequent,1,1,0,0,1,0
member_01049,2026-08-28,occasional,0,0,0,0,0,0
member_01050,2026-08-20,frequent,1,1,0,0,1,0
member_01051,2026-08-23,occasional,0,0,0,0,1,0
member_01052,2026-08-07,frequent,1,1,1,0,1,0
member_01053,2026-08-12,occasional,1,1,1,1,0,0
member_01054,2026-08-20,frequent,1,1,1,1,1,0
member_01055,2026-08-23,occasional,0,0,0,0,0,0
member_01056,2026-08-21,frequent,1,1,1,1,1,0
member_01057,2026-08-07,occasional,1,0,0,0,0,0
member_01058,2026-08-26,frequent,0,1,0,0,0,0
member_01059,2026-08-22,occasional,0,0,0,0,0,0
member_01060,2026-08-25,frequent,0,1,1,0,0,0
member_01061,2026-08-02,occasional,1,1,1,1,1,0
member_01062,2026-08-11,frequent,1,1,0,0,0,0
member_01063,2026-08-07,occasional,1,0,0,0,0,0
member_01064,2026-08-28,frequent,0,1,0,0,0,0
member_01065,2026-08-11,occasional,1,0,0,0,0,0
member_01066,2026-08-26,frequent,0,1,1,1,0,0
member_01067,2026-08-15,occasional,1,1,1,0,0,0
member_01068,2026-08-16,frequent,1,1,0,0,1,0
member_01069,2026-08-21,occasional,1,0,0,0,0,0
member_01070,2026-08-22,frequent,0,1,1,1,0,0
member_01071,2026-08-10,occasional,1,1,1,0,0,0
member_01072,2026-08-06,frequent,1,1,1,1,1,0
member_01073,2026-08-09,occasional,1,0,0,0,0,0
member_01074,2026-08-24,frequent,0,1,1,1,0,0
member_01075,2026-08-18,occasional,1,1,1,0,0,0
member_01076,2026-08-15,frequent,1,1,0,0,1,0
member_01077,2026-08-25,occasional,0,1,1,0,0,0
member_01078,2026-08-03,frequent,1,1,0,0,1,0
member_01079,2026-08-04,occasional,1,0,0,0,0,0
member_01080,2026-08-11,frequent,1,1,1,1,1,0
member_01081,2026-08-21,occasional,1,1,0,0,1,0
member_01082,2026-08-13,frequent,1,1,0,0,1,0
member_01083,2026-08-17,occasional,1,1,0,0,0,0
member_01084,2026-08-23,frequent,0,1,1,0,0,0
member_01085,2026-08-11,occasional,1,0,0,0,0,0
member_01086,2026-08-08,frequent,1,1,0,0,0,0
member_01087,2026-08-19,occasional,1,0,0,0,0,0
member_01088,2026-08-28,frequent,0,0,1,1,0,0
member_01089,2026-08-02,occasional,1,0,0,0,0,0
member_01090,2026-08-19,frequent,1,0,0,0,0,0
member_01091,2026-08-20,occasional,1,0,0,0,0,0
member_01092,2026-08-06,frequent,1,1,1,1,1,0
member_01093,2026-08-18,occasional,1,1,1,0,0,0
member_01094,2026-08-20,frequent,1,1,1,1,1,0
member_01095,2026-08-01,occasional,1,0,0,0,1,0
member_01096,2026-08-15,frequent,1,1,0,0,0,0
member_01097,2026-08-06,occasional,1,0,0,0,0,0
member_01098,2026-08-22,frequent,0,1,1,1,0,1
member_01099,2026-08-05,occasional,1,0,0,0,0,0
member_01100,2026-08-14,frequent,1,0,0,0,1,0
member_01101,2026-08-21,occasional,1,0,0,0,0,0
member_01102,2026-08-04,frequent,1,1,1,0,1,0
member_01103,2026-08-27,occasional,0,1,0,0,0,0
member_01104,2026-08-06,frequent,1,1,1,1,1,0
member_01105,2026-08-21,occasional,1,1,1,1,1,0
member_01106,2026-08-19,frequent,1,1,0,0,1,0
member_01107,2026-08-24,occasional,0,0,0,0,0,0
member_01108,2026-08-22,frequent,0,1,1,0,1,0
member_01109,2026-08-22,occasional,0,0,0,0,0,0
member_01110,2026-08-19,frequent,1,0,0,0,1,0
member_01111,2026-08-27,occasional,0,0,0,0,0,0
member_01112,2026-08-17,frequent,1,1,1,0,1,0
member_01113,2026-08-03,occasional,1,0,0,0,0,0
member_01114,2026-08-01,frequent,1,1,0,0,1,0
member_01115,2026-08-15,occasional,1,1,1,1,0,1
member_01116,2026-08-17,frequent,1,1,1,1,1,0
member_01117,2026-08-01,occasional,1,0,0,0,0,0
member_01118,2026-08-08,frequent,1,1,1,0,1,0
member_01119,2026-08-16,occasional,1,0,0,0,0,0
member_01120,2026-08-02,frequent,1,1,1,0,0,1
member_01121,2026-08-05,occasional,1,1,0,0,1,0
member_01122,2026-08-26,frequent,0,1,1,1,0,0
member_01123,2026-08-26,occasional,0,0,0,0,0,0
member_01124,2026-08-15,frequent,1,1,0,0,0,0
member_01125,2026-08-26,occasional,0,0,0,0,0,0
member_01126,2026-08-27,frequent,0,1,1,1,0,0
member_01127,2026-08-26,occasional,0,0,0,0,0,0
member_01128,2026-08-07,frequent,1,1,1,0,0,0
member_01129,2026-08-21,occasional,1,0,0,0,0,0
member_01130,2026-08-02,frequent,1,1,0,0,1,0
member_01131,2026-08-11,occasional,1,1,1,1,0,0
member_01132,2026-08-28,frequent,0,0,0,0,0,0
member_01133,2026-08-24,occasional,0,1,0,0,0,0
member_01134,2026-08-01,frequent,1,1,1,0,1,0
member_01135,2026-08-27,occasional,0,0,0,0,0,0
member_01136,2026-08-26,frequent,0,1,0,0,0,0
member_01137,2026-08-09,occasional,1,0,0,0,0,0
member_01138,2026-08-21,frequent,1,1,0,0,1,0
member_01139,2026-08-25,occasional,0,0,0,0,0,0
member_01140,2026-08-23,frequent,0,1,1,0,0,0
member_01141,2026-08-25,occasional,0,1,1,1,0,0
member_01142,2026-08-13,frequent,1,1,1,1,1,0
member_01143,2026-08-25,occasional,0,0,0,0,0,0
member_01144,2026-08-01,frequent,1,1,1,1,1,0
member_01145,2026-08-11,occasional,1,0,0,0,0,0
member_01146,2026-08-16,frequent,1,1,1,0,1,1
member_01147,2026-08-21,occasional,1,0,0,0,1,0
member_01148,2026-08-10,frequent,1,1,0,0,1,0
member_01149,2026-08-22,occasional,0,0,0,0,0,0
member_01150,2026-08-26,frequent,0,1,0,0,0,0
member_01151,2026-08-11,occasional,1,0,0,0,1,0
member_01152,2026-08-14,frequent,1,1,0,0,1,0
member_01153,2026-08-25,occasional,0,0,0,0,0,0
member_01154,2026-08-16,frequent,1,1,1,1,1,0
member_01155,2026-08-19,occasional,1,0,0,0,0,0
member_01156,2026-08-27,frequent,0,1,1,0,0,0
member_01157,2026-08-05,occasional,1,0,0,0,1,0
member_01158,2026-08-20,frequent,1,1,1,0,1,0
member_01159,2026-08-11,occasional,1,0,0,0,0,0
member_01160,2026-08-10,frequent,1,1,1,1,1,0
member_01161,2026-08-08,occasional,1,1,0,0,0,0
member_01162,2026-08-14,frequent,1,1,0,0,1,0
member_01163,2026-08-13,occasional,1,1,1,1,0,0
member_01164,2026-08-19,frequent,1,1,1,1,1,0
member_01165,2026-08-04,occasional,1,1,1,0,0,0
member_01166,2026-08-21,frequent,1,0,0,0,1,0
member_01167,2026-08-09,occasional,1,0,0,0,0,0
member_01168,2026-08-22,frequent,0,1,1,0,1,0
member_01169,2026-08-07,occasional,1,1,1,0,0,0
member_01170,2026-08-24,frequent,0,1,1,0,0,0
member_01171,2026-08-05,occasional,1,0,0,0,0,0
member_01172,2026-08-18,frequent,1,1,0,0,1,0
member_01173,2026-08-28,occasional,0,0,0,0,0,0
member_01174,2026-08-25,frequent,0,1,1,0,0,0
member_01175,2026-08-27,occasional,0,1,1,0,0,0
member_01176,2026-08-26,frequent,0,1,0,0,0,0
member_01177,2026-08-26,occasional,0,0,0,0,0,0
member_01178,2026-08-07,frequent,1,1,0,0,1,0
member_01179,2026-08-10,occasional,1,1,1,1,0,0
member_01180,2026-08-22,frequent,0,1,1,1,1,0
member_01181,2026-08-06,occasional,1,1,0,0,0,0
member_01182,2026-08-02,frequent,1,1,0,0,1,0
member_01183,2026-08-15,occasional,1,1,1,0,0,0
member_01184,2026-08-04,frequent,1,1,0,0,1,0
member_01185,2026-08-16,occasional,1,0,0,0,0,0
member_01186,2026-08-22,frequent,0,1,0,0,1,0
member_01187,2026-08-07,occasional,1,1,0,0,0,0
member_01188,2026-08-07,frequent,1,1,1,1,1,0
member_01189,2026-08-12,occasional,1,0,0,0,1,0
member_01190,2026-08-15,frequent,1,1,0,0,1,0
member_01191,2026-08-14,occasional,1,0,0,0,1,0
member_01192,2026-08-05,frequent,1,1,1,1,0,0
member_01193,2026-08-18,occasional,1,1,1,0,0,0
member_01194,2026-08-17,frequent,1,1,1,0,1,0
member_01195,2026-08-04,occasional,1,0,0,0,0,0
member_01196,2026-08-24,frequent,0,1,1,1,0,0
member_01197,2026-08-21,occasional,1,0,0,0,1,0
member_01198,2026-08-21,frequent,1,1,0,0,1,0
member_01199,2026-08-06,occasional,1,1,0,0,0,0
member_01200,2026-08-21,frequent,1,1,0,0,1,0
member_01201,2026-08-25,occasional,0,0,0,0,0,0
member_01202,2026-08-25,frequent,0,1,1,0,1,0
member_01203,2026-08-07,occasional,1,0,0,0,0,0
member_01204,2026-08-28,frequent,0,1,1,0,0,1
member_01205,2026-08-01,occasional,1,1,0,0,0,0
member_01206,2026-08-18,frequent,1,1,1,1,0,0
member_01207,2026-08-20,occasional,1,0,0,0,0,0
member_01208,2026-08-25,frequent,0,1,0,0,0,0
member_01209,2026-08-10,occasional,1,0,0,0,0,0
member_01210,2026-08-14,frequent,1,1,0,0,1,0
member_01211,2026-08-25,occasional,0,1,0,0,0,0
member_01212,2026-08-26,frequent,0,0,0,0,0,0
member_01213,2026-08-26,occasional,0,0,0,0,0,0
member_01214,2026-08-17,frequent,1,1,1,1,1,0
member_01215,2026-08-10,occasional,1,1,0,0,0,0
member_01216,2026-08-15,frequent,1,1,1,1,1,0
member_01217,2026-08-22,occasional,0,0,0,0,0,0
member_01218,2026-08-25,frequent,0,0,0,0,0,0
member_01219,2026-08-22,occasional,0,0,0,0,1,0
member_01220,2026-08-19,frequent,1,1,1,0,0,0
member_01221,2026-08-25,occasional,0,0,0,0,0,0
member_01222,2026-08-02,frequent,1,1,1,1,1,0
member_01223,2026-08-28,occasional,0,0,0,0,0,0
member_01224,2026-08-09,frequent,1,1,1,1,1,0
member_01225,2026-08-14,occasional,1,0,0,0,1,0
member_01226,2026-08-11,frequent,1,1,1,0,1,0
member_01227,2026-08-12,occasional,1,1,1,1,0,1
member_01228,2026-08-03,frequent,1,1,1,0,0,0
member_01229,2026-08-02,occasional,1,0,0,0,1,0
member_01230,2026-08-25,frequent,0,0,0,0,0,0
member_01231,2026-08-22,occasional,1,1,1,1,1,0
member_01232,2026-08-06,frequent,1,1,0,0,1,0
member_01233,2026-08-17,occasional,1,0,0,0,0,0
member_01234,2026-08-23,frequent,0,1,1,1,1,0
member_01235,2026-08-10,occasional,1,0,0,0,0,0
member_01236,2026-08-07,frequent,1,0,0,0,1,0
member_01237,2026-08-22,occasional,0,1,1,1,0,0
member_01238,2026-08-11,frequent,1,1,0,0,1,0
member_01239,2026-08-23,occasional,0,1,1,0,0,1
member_01240,2026-08-01,frequent,1,0,0,0,1,0
member_01241,2026-08-05,occasional,1,0,0,0,0,0
member_01242,2026-08-10,frequent,1,1,1,0,0,0
member_01243,2026-08-12,occasional,1,0,0,0,0,0
member_01244,2026-08-28,frequent,0,1,1,1,0,0
member_01245,2026-08-10,occasional,1,0,0,0,0,0
member_01246,2026-08-22,frequent,0,1,1,0,0,0
member_01247,2026-08-12,occasional,1,1,0,0,0,0
member_01248,2026-08-15,frequent,1,1,1,1,0,0
member_01249,2026-08-24,occasional,0,0,0,0,0,0
member_01250,2026-08-20,frequent,1,1,0,0,0,0
member_01251,2026-08-16,occasional,1,0,0,0,0,0
member_01252,2026-08-20,frequent,1,1,1,1,1,0
member_01253,2026-08-16,occasional,1,1,0,0,0,0
member_01254,2026-08-27,frequent,0,0,0,0,0,0
member_01255,2026-08-13,occasional,1,0,0,0,0,0
member_01256,2026-08-21,frequent,1,1,1,1,1,0
member_01257,2026-08-26,occasional,0,0,0,0,0,0
member_01258,2026-08-18,frequent,1,1,1,0,1,0
member_01259,2026-08-17,occasional,1,0,0,0,0,0
member_01260,2026-08-21,frequent,1,1,1,0,0,0
member_01261,2026-08-23,occasional,0,1,1,0,0,0
member_01262,2026-08-07,frequent,1,1,1,1,0,0
member_01263,2026-08-08,occasional,1,0,0,0,0,0
member_01264,2026-08-28,frequent,0,0,1,1,0,0
member_01265,2026-08-28,occasional,0,1,1,1,0,0
member_01266,2026-08-07,frequent,1,1,1,1,1,0
member_01267,2026-08-15,occasional,1,0,0,0,0,0
member_01268,2026-08-07,frequent,1,1,0,0,1,0
member_01269,2026-08-24,occasional,0,1,0,0,0,0
member_01270,2026-08-04,frequent,1,0,0,0,1,0
member_01271,2026-08-07,occasional,1,0,0,0,0,0
member_01272,2026-08-16,frequent,1,1,0,0,1,0
member_01273,2026-08-15,occasional,1,1,1,0,0,0
member_01274,2026-08-04,frequent,1,1,0,0,0,0
member_01275,2026-08-08,occasional,1,0,0,0,0,0
member_01276,2026-08-11,frequent,1,1,1,1,1,0
member_01277,2026-08-14,occasional,1,0,0,0,1,0
member_01278,2026-08-01,frequent,1,0,0,0,0,0
member_01279,2026-08-28,occasional,0,0,1,0,0,0
member_01280,2026-08-19,frequent,1,1,0,0,0,0
member_01281,2026-08-02,occasional,1,0,0,0,0,0
member_01282,2026-08-11,frequent,1,1,1,0,1,0
member_01283,2026-08-05,occasional,1,1,0,0,1,0
member_01284,2026-08-27,frequent,0,0,0,0,0,0
member_01285,2026-08-24,occasional,0,0,0,0,0,0
member_01286,2026-08-08,frequent,1,1,1,0,1,0
member_01287,2026-08-14,occasional,1,0,0,0,0,0
member_01288,2026-08-13,frequent,1,1,1,1,1,0
member_01289,2026-08-14,occasional,1,0,0,0,1,0
member_01290,2026-08-09,frequent,1,0,0,0,1,0
member_01291,2026-08-11,occasional,1,1,1,0,1,0
member_01292,2026-08-23,frequent,0,1,0,0,1,0
member_01293,2026-08-24,occasional,0,0,0,0,0,0
member_01294,2026-08-07,frequent,1,0,0,0,1,0
member_01295,2026-08-25,occasional,0,1,0,0,0,0
member_01296,2026-08-19,frequent,1,1,1,0,1,0
member_01297,2026-08-07,occasional,1,0,0,0,0,0
member_01298,2026-08-03,frequent,1,1,1,0,1,0
member_01299,2026-08-17,occasional,1,1,0,0,1,0
member_01300,2026-08-12,frequent,1,1,1,0,0,0
member_01301,2026-08-07,occasional,1,1,1,0,0,0
member_01302,2026-08-03,frequent,1,0,0,0,1,0
member_01303,2026-08-03,occasional,1,0,0,0,0,0
member_01304,2026-08-06,frequent,1,1,1,1,0,0
member_01305,2026-08-20,occasional,1,0,0,0,0,0
member_01306,2026-08-17,frequent,1,1,1,1,1,0
member_01307,2026-08-24,occasional,0,0,0,0,0,0
member_01308,2026-08-06,frequent,1,1,1,1,1,0
member_01309,2026-08-17,occasional,1,0,0,0,0,0
member_01310,2026-08-11,frequent,1,1,1,0,0,0
member_01311,2026-08-12,occasional,1,0,0,0,0,0
member_01312,2026-08-04,frequent,1,0,0,0,0,0
member_01313,2026-08-11,occasional,1,0,0,0,1,0
member_01314,2026-08-08,frequent,1,0,0,0,0,0
member_01315,2026-08-27,occasional,0,0,0,0,0,0
member_01316,2026-08-06,frequent,1,1,1,1,1,0
member_01317,2026-08-12,occasional,1,1,0,0,0,0
member_01318,2026-08-03,frequent,1,1,0,0,0,0
member_01319,2026-08-26,occasional,0,0,0,0,0,0
member_01320,2026-08-27,frequent,0,1,0,0,0,0
member_01321,2026-08-15,occasional,1,0,0,0,1,0
member_01322,2026-08-01,frequent,1,1,0,0,1,0
member_01323,2026-08-09,occasional,1,1,0,0,1,0
member_01324,2026-08-07,frequent,1,0,0,0,0,0
member_01325,2026-08-12,occasional,1,1,1,1,0,0
member_01326,2026-08-13,frequent,1,0,0,0,0,0
member_01327,2026-08-25,occasional,0,0,0,0,0,0
member_01328,2026-08-18,frequent,1,1,1,1,0,0
member_01329,2026-08-17,occasional,1,0,0,0,0,0
member_01330,2026-08-11,frequent,1,1,1,1,1,1
member_01331,2026-08-21,occasional,1,0,0,0,0,0
member_01332,2026-08-03,frequent,1,1,1,1,1,0
member_01333,2026-08-05,occasional,1,1,1,1,0,0
member_01334,2026-08-22,frequent,0,1,1,0,0,0
member_01335,2026-08-16,occasional,1,0,0,0,0,0
member_01336,2026-08-18,frequent,1,1,1,1,0,0
member_01337,2026-08-26,occasional,0,0,0,0,1,0
member_01338,2026-08-19,frequent,1,1,1,0,1,0
member_01339,2026-08-27,occasional,0,1,1,1,0,0
member_01340,2026-08-04,frequent,1,1,1,0,0,0
member_01341,2026-08-11,occasional,1,0,0,0,1,0
member_01342,2026-08-25,frequent,0,1,1,1,0,0
member_01343,2026-08-17,occasional,1,1,1,1,1,0
member_01344,2026-08-27,frequent,0,1,0,0,0,0
member_01345,2026-08-07,occasional,1,0,0,0,0,0
member_01346,2026-08-18,frequent,1,1,0,0,1,0
member_01347,2026-08-19,occasional,1,0,0,0,0,0
member_01348,2026-08-16,frequent,1,0,0,0,1,0
member_01349,2026-08-23,occasional,0,0,0,0,0,0
member_01350,2026-08-12,frequent,1,1,1,1,1,0
member_01351,2026-08-04,occasional,1,0,0,0,1,0
member_01352,2026-08-02,frequent,1,1,1,0,1,0
member_01353,2026-08-07,occasional,1,0,0,0,0,0
member_01354,2026-08-27,frequent,0,1,1,0,0,0
member_01355,2026-08-03,occasional,1,0,0,0,0,0
member_01356,2026-08-07,frequent,1,1,1,1,1,0
member_01357,2026-08-21,occasional,1,0,0,0,1,0
member_01358,2026-08-23,frequent,0,1,0,0,1,0
member_01359,2026-08-25,occasional,0,0,0,0,0,0
member_01360,2026-08-02,frequent,1,1,0,0,1,0
member_01361,2026-08-21,occasional,1,1,1,1,0,0
member_01362,2026-08-18,frequent,1,1,0,0,1,0
member_01363,2026-08-20,occasional,1,0,0,0,1,0
member_01364,2026-08-27,frequent,0,1,0,0,0,0
member_01365,2026-08-16,occasional,1,1,1,0,0,0
member_01366,2026-08-27,frequent,0,0,0,0,0,0
member_01367,2026-08-20,occasional,1,0,0,0,0,0
member_01368,2026-08-15,frequent,1,1,1,1,0,0
member_01369,2026-08-18,occasional,1,1,1,1,0,0
member_01370,2026-08-26,frequent,0,1,1,1,0,0
member_01371,2026-08-02,occasional,1,1,1,0,1,0
member_01372,2026-08-12,frequent,1,1,1,1,1,0
member_01373,2026-08-07,occasional,1,0,0,0,0,0
member_01374,2026-08-19,frequent,1,1,1,1,1,0
member_01375,2026-08-04,occasional,1,1,1,0,1,0
member_01376,2026-08-06,frequent,1,1,0,0,1,0
member_01377,2026-08-14,occasional,1,0,0,0,0,0
member_01378,2026-08-06,frequent,1,1,1,0,0,0
member_01379,2026-08-16,occasional,1,1,0,0,0,0
member_01380,2026-08-12,frequent,1,1,1,0,1,0
member_01381,2026-08-24,occasional,0,0,0,0,0,0
member_01382,2026-08-01,frequent,1,0,0,0,1,0
member_01383,2026-08-11,occasional,1,0,0,0,0,0
member_01384,2026-08-12,frequent,1,1,1,1,1,1
member_01385,2026-08-06,occasional,1,0,0,0,0,0
member_01386,2026-08-05,frequent,1,1,1,1,1,0
member_01387,2026-08-05,occasional,1,0,0,0,1,0
member_01388,2026-08-02,frequent,1,1,1,0,1,0
member_01389,2026-08-22,occasional,0,0,0,0,0,0
member_01390,2026-08-13,frequent,1,1,0,0,1,0
member_01391,2026-08-17,occasional,1,0,0,0,1,0
member_01392,2026-08-19,frequent,1,0,0,0,0,0
member_01393,2026-08-27,occasional,0,0,1,1,0,0
member_01394,2026-08-27,frequent,0,1,1,0,0,0
member_01395,2026-08-14,occasional,1,0,0,0,0,0
member_01396,2026-08-18,frequent,1,1,1,0,0,0
member_01397,2026-08-12,occasional,1,0,0,0,1,0
member_01398,2026-08-28,frequent,0,1,0,0,0,0
member_01399,2026-08-05,occasional,1,1,1,0,0,0
member_01400,2026-08-16,frequent,1,1,0,0,0,0
member_01401,2026-08-03,occasional,1,1,1,1,0,0
member_01402,2026-08-14,frequent,1,1,1,1,1,0
member_01403,2026-08-05,occasional,1,1,0,0,1,0
member_01404,2026-08-02,frequent,1,1,1,1,1,0
member_01405,2026-08-02,occasional,1,0,0,0,0,0
member_01406,2026-08-27,frequent,0,0,1,1,0,0
member_01407,2026-08-14,occasional,1,0,0,0,0,0
member_01408,2026-08-14,frequent,1,0,0,0,0,0
member_01409,2026-08-12,occasional,1,0,0,0,1,0
member_01410,2026-08-10,frequent,1,1,1,0,1,0
member_01411,2026-08-28,occasional,0,0,0,0,0,0
member_01412,2026-08-25,frequent,0,0,0,0,0,0
member_01413,2026-08-23,occasional,0,0,0,0,0,0
member_01414,2026-08-17,frequent,1,1,0,0,1,0
member_01415,2026-08-15,occasional,1,1,0,0,0,0
member_01416,2026-08-20,frequent,1,1,1,1,0,0
member_01417,2026-08-05,occasional,1,1,1,0,1,0
member_01418,2026-08-24,frequent,0,1,1,0,1,0
member_01419,2026-08-21,occasional,1,0,0,0,1,0
member_01420,2026-08-14,frequent,1,1,1,1,0,0
member_01421,2026-08-04,occasional,1,0,0,0,1,0
member_01422,2026-08-10,frequent,1,1,1,1,1,0
member_01423,2026-08-08,occasional,1,0,0,0,0,0
member_01424,2026-08-09,frequent,1,1,1,0,1,0
member_01425,2026-08-12,occasional,1,1,1,0,0,0
member_01426,2026-08-08,frequent,1,1,0,0,1,0
member_01427,2026-08-07,occasional,1,0,0,0,0,0
member_01428,2026-08-09,frequent,1,1,0,0,0,0
member_01429,2026-08-13,occasional,1,0,0,0,0,0
member_01430,2026-08-24,frequent,0,1,1,0,1,0
member_01431,2026-08-03,occasional,1,0,0,0,0,0
member_01432,2026-08-01,frequent,1,1,0,0,1,0
member_01433,2026-08-07,occasional,1,0,0,0,0,0
member_01434,2026-08-03,frequent,1,0,0,0,1,0
member_01435,2026-08-01,occasional,1,0,0,0,0,0
member_01436,2026-08-01,frequent,1,1,1,0,1,1
member_01437,2026-08-14,occasional,1,0,0,0,0,0
member_01438,2026-08-27,frequent,0,0,0,0,0,0
member_01439,2026-08-07,occasional,1,0,0,0,0,0
member_01440,2026-08-28,frequent,0,1,0,0,0,0
member_01441,2026-08-05,occasional,1,0,0,0,0,0
member_01442,2026-08-24,frequent,0,1,1,0,0,0
member_01443,2026-08-08,occasional,1,0,0,0,0,0
member_01444,2026-08-24,frequent,0,0,0,0,0,0
member_01445,2026-08-07,occasional,1,1,1,1,0,0
member_01446,2026-08-18,frequent,1,0,0,0,1,0
member_01447,2026-08-23,occasional,0,0,0,0,0,0
member_01448,2026-08-05,frequent,1,1,1,1,0,0
member_01449,2026-08-06,occasional,1,0,0,0,1,0
member_01450,2026-08-03,frequent,1,0,0,0,0,0
member_01451,2026-08-16,occasional,1,1,0,0,1,0
member_01452,2026-08-03,frequent,1,1,1,0,1,0
member_01453,2026-08-28,occasional,0,1,1,1,0,0
member_01454,2026-08-09,frequent,1,1,0,0,1,0
member_01455,2026-08-06,occasional,1,1,0,0,1,0
member_01456,2026-08-04,frequent,1,1,1,1,1,0
member_01457,2026-08-03,occasional,1,0,0,0,0,0
member_01458,2026-08-03,frequent,1,1,0,0,1,0
member_01459,2026-08-23,occasional,0,1,1,1,0,0
member_01460,2026-08-26,frequent,0,1,1,0,0,0
member_01461,2026-08-16,occasional,1,0,0,0,0,0
member_01462,2026-08-28,frequent,0,1,0,0,0,0
member_01463,2026-08-27,occasional,0,0,0,0,0,0
member_01464,2026-08-12,frequent,1,1,0,0,0,0
member_01465,2026-08-15,occasional,1,0,0,0,0,0
member_01466,2026-08-13,frequent,1,1,0,0,0,0
member_01467,2026-08-25,occasional,0,1,1,0,0,0
member_01468,2026-08-27,frequent,0,1,0,0,0,0
member_01469,2026-08-03,occasional,1,0,0,0,0,0
member_01470,2026-08-15,frequent,1,1,1,1,1,0
member_01471,2026-08-05,occasional,1,0,0,0,0,0
member_01472,2026-08-20,frequent,1,1,1,1,1,0
member_01473,2026-08-25,occasional,0,0,0,0,0,0
member_01474,2026-08-02,frequent,1,1,1,1,1,0
member_01475,2026-08-28,occasional,0,1,1,0,0,0
member_01476,2026-08-18,frequent,1,1,1,1,1,0
member_01477,2026-08-09,occasional,1,1,1,0,0,0
member_01478,2026-08-25,frequent,0,0,0,0,0,0
member_01479,2026-08-09,occasional,1,1,1,0,0,0
member_01480,2026-08-08,frequent,1,1,1,1,1,0
member_01481,2026-08-18,occasional,1,1,1,1,0,1
member_01482,2026-08-28,frequent,0,0,0,0,0,0
member_01483,2026-08-03,occasional,1,0,0,0,1,0
member_01484,2026-08-16,frequent,1,1,1,1,1,0
member_01485,2026-08-26,occasional,0,1,1,0,0,1
member_01486,2026-08-23,frequent,0,1,1,0,0,0
member_01487,2026-08-03,occasional,1,0,0,0,0,0
member_01488,2026-08-09,frequent,1,1,1,1,0,1
member_01489,2026-08-07,occasional,1,0,0,0,0,0
member_01490,2026-08-26,frequent,0,1,1,1,0,0
member_01491,2026-08-24,occasional,0,0,0,0,1,0
member_01492,2026-08-16,frequent,1,1,1,1,1,1
